Проект,Мониторинг,"Срок жизни, в мес.",Cреднеарифметический % месячной доходности,Max просадка,Мах незафиксированная просадка,Общая доходность,"Среднемесячная доходность, %","Среднегодовая доходность, %",Лучший месяц,Худший месяц,Коэффициент Шарпа,05.21,06.21,07.21,08.21,09.21,10.21,11.21,12.21,01.22,02.22,03.22,04.22,05.22,06.22,07.22,08.22,09.22,10.22,11.22,12.22,01.23,02.23,03.23,04.23,05.23,06.23,07.23,08.23,09.23,10.23,11.23,12.23,01.24,02.24,03.24,04.24,05.24,06.24,07.24,08.24,09.24
Create Capital EK Utopia BTC,https://app.createcapital.pro/ranking/2464,17,"2,00",,"-11,00","16,81","0,99",,"20,20","-39,41",,,,,,,,,,,,,,,,,,"6,42","-7,04","10,16","0,44","16,09","3,61","6,63","9,58","-7,54","12,94","-11,04","11,05","-39,41","5,00","6,95","-10,00","20,20",,,,,,,,
АЛГО КАПИТАЛ Сбалансированная,https://algocapital.ru/for-individual-investors/strategies/balanced/,22,"0,93",,,"21,49","0,98",,"5,89","-7,73",,"-1,54","0,14","-1,42","0,78","2,96","4,65","-1,45","-1,31","1,56","5,89","1,11","3,18","5,53","5,45","1,96","-7,73","0,13","1,17","-0,12","-0,11","0,29","-0,59",,,,,,,,,,,,,,,,,,,
Sergey F bot,https://tradelink.pro/portfolio/1bdabc11-db54-4ec1-9b7b-52d0ba14493e,15,"2,94","-44,91",,"31,02","2,07",,"37,91","-22,54",,,,,,,,,,,,,,,"-6,74","30,31","0,08","-6,48","-4,74","8,65","-3,58","8,93","37,91","-7,00","-22,54","-3,37","9,16","-13,69","17,16",,,,,,,,,,,,,
TSLab.pro bots,https://tradelink.pro/portfolio/7c119037-d708-4174-ab9d-aedb70267522,31,"0,97","-16,18",,"31,27","1,01",,"13,35","-6,43",,"5,41","0,81","5,27","-3,74","5,26","4,50","-4,53","-0,12","0,40","8,14","0,06","-2,20","0,14","2,44","2,12","-3,76","-4,38","4,04","2,06","-3,07","13,35","-1,73","2,59","0,01","-3,59","1,58","-6,43","0,81","-2,00","7,12","-0,52",,,,,,,,,,
EDKhan,https://fund.edkhan.net/ranking/1227,13,"5,51",,,"36,08","2,78",,"71,89","-39,96",,,,,,,,,,,,,"0,07","18,77","21,27","22,50","-7,23","-39,96","6,33","-14,48","-24,27","71,89","9,13","11,81","-4,20",,,,,,,,,,,,,,,,,
PHOENIX by hamster-bot FTX,https://tradelink.pro/portfolio/c177023b-df95-4120-b2bd-03e1a49174fa,18,"1,89",,,"37,29","2,07",,"10,90","-12,24",,,"0,52","-0,30","2,67","10,90","5,12","2,26","-0,13","-0,68","1,64","0,21","3,08","5,81","2,08","10,31","-1,11","-12,24","-0,51","4,47",,,,,,,,,,,,,,,,,,,,,,
PROFi TRADE STAT - 02,https://tradelink.pro/portfolio/bfa24005-9658-4a6b-a73c-e19cbb87522b,8,"6,27","-71,67",,"38,83","4,85",,"35,85","-32,61",,,,,,,,,,,,,,,,,,,,,,18,16,21,4,-11,-1,36,-33,,,,,,,,,,,,,
Conservative HT,https://app.aivia.io/ranking/277,16,"2,80",,,"45,59","2,85",,"21,34","-12,35",,,,,"5,12","20,85","10,57","21,34","7,54","-0,47","8,39","-5,43","6,03","-5,65","5,18","-5,16","-9,50","-12,35","-0,49","-1,16",,,,,,,,,,,,,,,,,,,,,,
Copy-Trade Algotoria,https://copy-trade.pro/algotoria-monitoring,10,"5,31",,,"48,12","4,81",,"42,42","-15,60",,,,,,,,,,,,,,,,,,,,,,,,,,,"4,90","-15,60","-3,45","-4,03","32,82","-9,87","42,42","5,90","0,00","0,00",,,,,,
Mellivora trade,"https://app.aivia.io/ranking/291
https://app.createcapital.pro/ranking/1764",35,"1,79",,"-0,27","48,45","1,38",,"30,89","-17,02",,"13,24","3,93","29,84","-16,41","30,89","-17,02","-1,42","-0,26","24,00","16,66","-8,93","6,70","0,24","16,61","15,00","-11,46","-15,89","-2,74","-1,34","3,48","5,76","-1,32","3,54","-8,93","-8,63","-0,43","-10,48","1,78","-5,72","7,80","-5,62","-3,20","2,83","0,00","0,00",,,,,,
Triple AI Turing [BTC] (ex Прикольные инвестиции),https://tradelink.pro/portfolio/65313664-86d8-4433-bb50-58890fa1d5a0,22,"2,26","-19,57",,"53,30","2,42",,"24,97","-11,81",,,,,,,,,,,,,"0,74","4,99","0,00","-0,16","0,86","1,00","-3,91","5,50","-1,47","-7,94","6,81","12,12","-11,81","1,08","3,22","-7,98","7,17","-6,73","2,08","4,24","14,99","24,97",,,,,,,,
TradeLink AVE_GRAAL_USD,https://tradelink.pro/portfolio/205e00e6-07bc-4016-a1ad-9f457a6dd100,5,"9,57",,,"54,48","10,90",,"29,65","0,21",,,,,,,,,,,,,,,,"2,44","0,21","10,74",5,30,,,,,,,,,,,,,,,,,,,,,,
EDKhan Felix,https://fund.edkhan.net/ranking/1535,25,"2,34",,"-5,05","55,85","2,23",,"33,73","-24,59",,,,,,,,,,,,,"1,29","33,73","11,60","1,33","6,72","6,33","5,29","3,26","-0,91","8,29","1,10","7,59","-9,10","-15,08","-24,59","4,51","0,51","-9,17","16,97","2,44","2,32","-3,09","7,07","0,00","0,00",,,,,
PROFi TRADE STAT - 01,https://tradelink.pro/portfolio/c9feadce-c077-4380-b006-62c59c4e8d64,6,"8,81","-30,97",,"64,03","10,67",,"22,91","2,07",,,,,,,,,,,,,,,,,,,,,,,"8,89","2,07","9,52","2,39","7,08","22,91",,,,,,,,,,,,,,
Trade-bm,https://www.equite.io/en/ifXM4vTNsh,12,"4,79",,,"66,50","5,54",,"26,28","-15,41",,"26,28","10,55","-15,41","8,94","12,84","6,30","-1,92","3,42","5,74","-1,29","-2,44","4,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AfiTrading Foundation,https://copy.afitrading.ru/ranking/1984,2,"30,25",,,"67,99","33,99",,"43,14","17,36",,,,,,,,,,,,,,,,,,,"17,36","43,14",,,,,,,,,,,,,,,,,,,,,,
CryptoTrend,https://app.aivia.io/ranking/296,12,"5,45",,,"71,97","6,00",,"40,88","-14,09",,,"12,77","-6,49","40,88","18,45","-6,36","-14,09","3,14","6,64","4,79","8,55","-3,29","0,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TradeLink Madness v 2,https://tradelink.pro/portfolio/fbcd92c3-165e-4132-9f03-17b24d45fea0,1,"73,72",,,"73,72","73,72",,"73,72","73,72",,,,,,,,,,,,,,,,,,,,,,,,"73,72",,,,,,,,,,,,,,,,,,
AfiTrading Foundation,SYDNEY,5,"17,89",,,"76,52","15,30",,"102,85","-7,63",,,,,,,,,,,,,,"-5,79","0,00","0,00","-7,63","102,85",,,,,,,,,,,,,,,,,,,,,,,,
bm-analytics (ex Trade-bm),https://bm-analytics.aum.expert/ranking/217,31,"2,94",,"-0,49","77,92","2,51",,"38,47","-28,11",,"34,38","10,18","-16,14","11,77","18,96","7,36","3,49","3,25","6,72","-4,51","4,42","-0,78","2,37","7,29","-4,68","-6,51","-6,31","16,83","0,55","3,57","-5,34","-7,08","17,05","-23,96","-11,17","38,47","-5,31","32,85","-3,88","-4,72","-28,11",,,,,,,,,,
RAProfit SMART FUTURES,https://copy.raprofit.com/ranking/2050,12,"5,03",,"-78,10","78,00","6,50",,"14,63","-1,76",,,,,,,,,,,,,,,,,"2,68","4,94","5,10","14,63","1,16","9,98","10,57","8,20","5,01","0,34","-0,48","-1,76",,,,,,,,,,,,,,
Create Capital Crypto ETF SPOT (Ex Create Capital SPOT Day Trade),https://app.createcapital.pro/ranking/2617,12,"5,33",,,"79,72","6,64",,"17,09","-12,06",,,,,,,,,,,,,,,,,,,,,,,,,"-6,61","8,08","8,27","-2,18","-12,06","7,92","17,09","10,61","6,89","2,88","12,54","10,52",,,,,,
EncryptedBinance,https://app.aivia.io/ranking/308,24,"3,18",,,"88,04","3,67",,"29,17","-23,35",,"7,29","-1,87","-0,97","1,32","7,78","11,47","5,00","5,85","4,28","0,44","0,00","0,24","29,17","-1,25","2,44","0,89","-15,44","-0,98","-23,35","6,74","19,59","17,56","0,00","0,00",,,,,,,,,,,,,,,,,
AfiTrading Foundation Force,https://copy.afitrading.ru/ranking/1944,20,"5,92",,"-53,35","89,75","4,49",,"46,71","-50,17",,,,,,,,,,,,,,,"8,87","20,08","36,91","17,98","13,70","11,54","-0,12","-36,06","0,00","5,50","5,11","2,60","8,70","10,78","24,99","2,65","-21,61","10,14","46,71","-50,17",,,,,,,,
Triple AI Bourbaki [BTC] (ex Прикольные инвестиции),https://tradelink.pro/portfolio/b6ded37e-a49f-4e71-b724-977b584fb8f7,15,"5,11","-25,34",,"100,74","6,72",,"25,18","-10,19",,,,,,,,,,,,,,,,,,,,"5,36","4,16","9,93","14,19","2,24","4,51","-10,19","8,99","1,50","0,88","-6,02","-5,25","14,53","25,18","6,58",,,,,,,,
Asti ScalpingPipsing,https://app.aivia.io/ranking/173,24,"3,50",,,"107,26","4,47",,"39,40","-13,29",,"11,92","8,31","4,30","1,57","39,40","2,57","-0,60","-8,44","-7,97","-1,44","0,00","0,00","0,00","5,91","5,58","10,50","-13,29","13,49","1,60","-1,15","10,74","1,11","0,00","0,00",,,,,,,,,,,,,,,,,
Mellivora trade TradeLink M_BTC,https://tradelink.pro/portfolio/418598be-fc59-4da6-a7ce-eb8a78f9b75d,18,"7,91","-56,03",,"119,50","6,64",,"81,56","-22,93",,,,,,,,,,,,,,,,"23,37","-22,93","-21,26","6,10","-22,03","-3,28","57,97","-2,00","46,77","-2,16","-20,35","23,91","-17,11","-17,23","3,78","81,56","12,88","14,45",,,,,,,,,
AfiTrading Foundation TREND MIDDLE,https://copy.afitrading.ru/ranking/1804,18,"5,40",,"-59,74","123,80","6,88",,"27,54","-22,49",,,,,,,,,,,,,,"7,57","18,16","27,54","0,64","-22,49","-6,70","15,59","-4,62","-5,12","0,00","-12,36","-2,02","3,83","15,53","5,80","18,28","12,66","24,87",,,,,,,,,,,
Create Capital Afi Foundation,https://app.createcapital.pro/ranking/2443,11,"8,07",,"-12,44","124,54","11,32",,"24,87","-4,35",,,,,,,,,,,,,,,,,,,,,"-0,46","17,94","-3,35","-4,35","-2,02","3,83","15,53","5,80","18,27","12,66","24,87",,,,,,,,,,,
Create Capital EK Full House,https://app.createcapital.pro/ranking/2462,17,"5,69",,"-2,27","125,33","7,37",,"40,06","-15,12",,,,,,,,,,,,,,,,,,,,"2,02","40,06","2,11","12,80","2,87","-2,50","-4,35","-1,44","6,65","0,34","1,14","6,95","3,27","-7,78","-15,12","35,74","14,00",,,,,,
RAProfit ScalpingDream Ultima,https://copy.raprofit.com/ranking/2773,6,"18,12",,"-85,59","127,34","21,22",,"83,54","-8,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,54","-8,40","24,04","13,57","-0,94","-3,10",,,,,,,,,
IQ Security Fund high risk portfolio 6,https://tradelink.pro/portfolio/6f69b739-0f8e-44f0-b975-71bbee9b1ac4,13,"26,73","-84,55",,"129,73","9,98",,"180,86","-70,26",,,,,,,,,,,,,,,,,,,,,,,,,"-29,71","-33,91","90,58","-70,26","70,68","-51,67","180,86","-31,25","62,68","19,68","90,03","-3,28","53,08",,,,,
Coin Sorcium Knife Catcher,https://app.coinsorcium.com/ranking/2756,11,"8,65",,"-0,31","140,32","12,76",,"35,30","0,94",,,,,,,,,,,,,,,,,,,,,,,,,,,"4,34","2,94","3,77","0,94","2,81","13,27","13,07","8,44","6,44","35,30","3,88",,,,,
Copy-Trade Investizo Ultra Marine,https://www.myfxbook.com/ru/members/tstvector/investizo-ultra-marine/8719521,28,"7,24","-80,40",,"182,66","6,52",,"85,73","-37,12",,,,"29,84","3,01","-2,22","28,55","17,26","-27,54","19,76","0,74","85,73","3,40","12,52","74,06","40,31","21,36","-22,94","-8,49","24,24","31,30","-10,94","-6,58","-19,10","-18,76","-34,29","-37,12","-1,16","-0,31","0,00","0,00",,,,,,,,,,,
"Scooby-ДУ Horizonvest криптофонд
 ",https://tradelink.pro/portfolio/46d6d8a6-fce2-41ed-af8b-d649794f9421,13,"9,10","-36,47",,"182,98","14,08",,"23,19","-26,10",,,,,,,,,,,,,,,,,,,,,,"20,58","12,23","3,00","11,48","10,14","-26,10","4,92","10,72","0,67","16,49","14,97","15,96","23,19",,,,,,,,
ABOT pro,https://app.aivia.io/ranking/289,10,"12,59",,,"203,26","20,33",,"32,21","-1,33",,,,,"23,04","32,21","28,43","31,90","12,59","-1,33","-0,41","-0,26","-0,50",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAProfit Scalping Dream,https://copy.raprofit.com/ranking/1597,20,"9,14",,"-5,64","214,44","10,72",,"75,37","-56,04",,,,,,,,,,,,,,,"1,74","11,86","15,66","17,72","0,74","14,24","11,23","-20,66","10,05","12,00","11,47","-11,15","-56,04","14,55","-2,34","75,37","53,88","0,00","18,11","4,42",,,,,,,,
BLUELINE,https://www.equite.io/ru/DCjrh-SbpA,12,"13,25",,,"325,42","27,12",,"30,84","1,78",,,"10,08","10,57","14,48","27,65","30,84","21,94","23,89","7,61","1,78","2,69","5,31","2,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy-Trade 4 трейда в месяц,https://copy-trade.pro/nikolay-lyashenko-binance-monitoring,10,"18,13",,,"376,01","37,60",,"42,31","-13,25",,,,,,,,,,,,,,,,,,,,,,,"23,40","30,50","18,20","39,29","19,35","19,90","-13,25","0,83","42,31","0,79",,,,,,,,,,
AVA FamilyCryptoFund,https://app.aivia.io/ranking/631,14,"22,69",,,"642,53","45,90",,"145,77","-44,29",,,,,,,,,,"7,68","1,69","7,37","5,19","30,51","4,04","-2,66","0,91","7,90","13,18",115,25,146,-44,,,,,,,,,,,,,,,,,,,
AVA Family Crypto Investment Fund Грааль 10v0.57,"https://tradelink.pro/portfolio/edbe357a-4f7d-4ce1-96ae-f72750e8143a
https://tradelink.pro/portfolio/b9cbf2f4-6d22-482e-8b40-a006fb1141ab
",29,"12,22","-59,44",,"913,42","31,50",,"136,18","-44,26",,,,,,,"0,47","7,70","19,42","6,57","2,57","5,33","1,23","31,70","1,62","-5,10","6,42","6,81","14,58","108,18","17,80","136,18","-44,26","28,51","11,91","5,68","20,86","15,59","-30,54","-1,64","-10,95","4,21","-6,40","0,00","0,00",,,,,,,
IQ Security Fund high risk portfolio 2,"https://tradelink.pro/portfolio/639867a2-ad21-4793-9fe1-209fa5b9cf0b
https://tradelink.pro/portfolio/522dd4db-d849-4c7e-84e3-7d24c1d1e21c
https://tradelink.pro/portfolio/f7b6f3d9-734f-40b2-9944-24f94bba136a",15,"32,90","-76,47",,"1 418,26","94,55",,"152,50","-58,86",,,,,,,,,,,,,,,,,,,,,,,"27,28","152,50","80,59","-22,32","145,08","-20,35","-24,39","-58,86","75,23","-5,14","57,02","14,69","36,31","0,00","35,92",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Данные месячной доходности вносятся в таблицу единожды и не подлежат исправлению. При добавлении нового проекта происходит добавление новой строчки и внесение данных по текущий месяц. При внесении данных за новый месяц добавляются только актуальные данные за закрытый период, данные прошлых периодов не подлежат изменению",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"- проекты, мониторинг которых остановлен, или в течение 3х месяцев наблюдалось отсутствие торгов",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
